Name,OpClass,OpScope,OpType,OpReturnType,OperatorFlag,OriginalVersion,CodeFirstAdded,CodeAltered,ChangeRefSet,OSVersion,NumberOfArgs,HasNeededArguments,IsDotOp,HasDotOpVersion,HasLoopVariable,HasRegExArgument,HasScopeArgument,HasConditionalArgument,HasOptionalArgument,HasStyledOutput,HonoursLinkType,HasNoCodeSample,Text,TextJa
"date(yearNum, monthNum, dayNum[, hourNum, minNum])",Function,Item,Date-time,Date,false,4.0.0,Baseline,,,,5,true,false,false,false,false,false,false,true,false,,false,"date(yearNum, monthNum, dayNum[, hourNum, minNum])\nconstructs a Date from individual numeric elements. This is useful, for example, if you need to assemble a date from separate attributes. Note an alternate method for specifying dates using a String representation of the whole date (or date/time), see here.\nyear is the 4-digit year\nmonth is a number from 1–12\nday is a number from 1 to 31\nThe time arguments are optional, and are specified in a 24-hour clock.\nhour is a number from 0 to 23\nminute is a number from 0 to 59\nUsing this operator, do not quote the whole argument list: these should be left as individual numbers.\nWrong: $MyDate = date(""2004,7,23,16,45""); \nRight: $MyDate = date(2004,7,23,16,45); \nExamples:\n	$MyDate = date(2004,7,23,16,45); …sets 23 July 2004 16:45","date(年番号, 月番号, 日番号[, 時番号, 分番号])\n個々の数値要素から日付を構築します。これは、たとえば、個別の属性から日付を組み立てる必要がある場合に便利です。日付全体 (または日付/時刻) の文字列表現を使用して日付を指定する別の方法については、こちらを参照してください。\n年は 4 桁の年です\nmonth は 1 ～ 12 の数字です\n日は 1 から 31 までの数字です\n時刻引数はオプションで、24 時間形式で指定します。\n時間は 0 から 23 までの数値です\n分は0から59までの数字です\nこの演算子を使用する場合は、引数リスト全体を引用しないでください。これらは個別の数値のままにしておく必要があります。\n間違い: $MyDate = date(""2004,7,23,16,45"");\n右: $MyDate = date(2004,7,23,16,45);\n例:\n$MyDate = 日付(2004,7,23,16,45);…設定 2004 年 7 月 23 日 16:45"
"day(aDate, dayNum)",Function,Item,Date-time,Date,false,4.0.0,Baseline,,,,2,true,false,false,false,false,false,false,false,false,,false,"day(theDate, dayNum)\ncreates a new Date based on the aDate expression, but in which the day of the month is dayNumDate is not changed unless theDate is an attribute and the attribute is re-setting itself:\n	$MyDateA = day($MyDate,14); $MyDate is unaltered\n	$MyDate = day($MyDate,14); $MyDate is changed\nExamples. If $MyDate is July 4, 2009 then\n	$MyNumber = day($MyDate); …is 4\nIf $MyDate is July 4,2009, then \n	$MyDate = day($MyDate,5); \nwill change $MyDate to July 5, 2009.\nThe single-argument merthod, used to read the day in the date is documented separately: see day(aDate).","day(theDate, dayNum)\naDate 式に基づいて新しい Date を作成しますが、月の日が dayNumDate である場合、theDate が属性であり、属性がそれ自体を再設定しない限り、Date は変更されません。\n$MyDateA = 日($MyDate,14);$MyDate は変更されません\n$MyDate = 日($MyDate,14);$MyDate が変更されました\n例。$MyDate が 2009 年 7 月 4 日の場合、\n$MyNumber = 日($MyDate);…は4です\n$MyDate が 2009 年 7 月 4 日の場合、\n$MyDate = 日($MyDate,5);\n$MyDate は 2009 年 7 月 5 日に変更されます。\n日付の日を読み取るために使用される単一引数メソッドについては、別途文書化されています。day(aDate) を参照してください。"
day(aDate),Function,Item,Date-time,Number,false,4.0.0,Baseline,,,,1,true,false,false,false,false,false,false,false,false,,false,"day(aDate)\nreturns, as a Number, the day of the month from the aDate expression, which may simply be a date-type attribute value.\n	$MyNumber = day($MyDate); \nAlternatively, use Date.day.\nThe two-argument method, used to alter a Date, is documented separately: see day(aDate, dayNum).","日(日付)\naDate 式から月の日を数値として返します。これは単に日付タイプの属性値である場合もあります。\n$MyNumber = 日($MyDate);\nあるいは、Date.day を使用します。\nDate を変更するために使用される 2 つの引数のメソッドについては、別途文書化されています。day(aDate, dayNum) を参照してください。"
"days(firstDate, lastDate)",Function,Item,Date-time,Number,false,4.0.0,Baseline,,,,2,true,false,false,false,false,false,false,false,false,,false,"days(firstDate, lastDate) \nreturns the Number of 'days' (as defined below) that elapsed between firstDate and lastDate. If lastDate is earlier than firstDate then the result is negative. \nThe operator returns the number of 24-hour blocks [sic] between two dates, rounded toward zero. So if days() measures the difference between a date/time of 09:30 today and 08:30 tomorrow, the result is 0 (zero) as the difference is only 23 hours. If the times are same a whole day increment is recorded. \nThus days does not return a simplistic calendar day difference as some users might intuit it would. If times vary between firstDate and lastDate, the returned difference figure may thus be one day high or low of an expected calendar day-based value.\nIf $DateA is 3 January 2016 and $DateB is 9 January 2016, then:\n	$MyNumber = days($DateA,$DateB); \nsets $MyNumber to 6.\nAlso see minutes(date1,date2).","days(firstDate, lastDate)\nfirstDate と lastDate の間に経過した「日数」(以下に定義) を返します。lastDate が firstDate より前の場合、結果は負になります。\n演算子は、2 つの日付の間の 24 時間ブロックの数 [原文どおり] を、ゼロに向かって四捨五入して返します。したがって、 days() が今日の 09:30 と明日の 08:30 の日付/時刻の差を測定する場合、その差はわずか 23 時間であるため、結果は 0 (ゼロ) になります。時間が同じ場合は、丸 1 日の増分が記録されます。\nしたがって、days は、一部のユーザーが直感的にそう思うかもしれないような、単純化された暦日の差を返しません。firstDate と lastDate の間で時間が異なる場合、返される差の数値は、予想される暦日ベースの値の 1 日高いか低い可能性があります。\n$DateA が 2016 年 1 月 3 日、$DateB が 2016 年 1 月 9 日の場合、次のようになります。\n$MyNumber = 日($DateA,$DateB);\n$MyNumber を 6 に設定します。\nminutes(date1,date2) も参照してください。"
degrees(radiansNum),Function,Item,Mathematical,Number,false,6.0.0,Baseline,,,,1,true,false,false,false,false,false,false,false,false,,false,"degrees(radiansNum)\nTakes an angle argument, radiansNum, specified in radians and return the angle in degrees.\n	$MyNumber = degrees(6); \nreturns 343.7746771 for an input of 6 radians.\nSee also radians() which converts an angle in degrees to radians.",度(ラジアン数値)\nラジアンで指定された角度引数 radiansNum を受け取り、角度を度で返します。\n$MyNumber = 度(6);\n6 ラジアンの入力に対して 343.7746771 を返します。\n度単位の角度をラジアンに変換する radians() も参照してください。
delete(scope),Function,Group,Data manipulation,success boolean,false,8.7.0,Baseline,,,,1,true,false,false,false,false,true,false,false,false,,false,"delete(scope)\nDeletes the note(s) designated by scope; defining scope. If a designated note does not exist, the expression has no effect and returns false, i.e. nothing happens: no deletion, no message of no deletion. If the designated note exists, it will be deleted and the expression returns its former path.\n	delete(""Some note""); \nHowever, it is strongly suggesting using a path ($Path) for scope and not just the note's title ($Name), thus:\n	delete(""/The/path/to/Some note""); \nAvoid using this operator when possible. It can automatically delete notes you intended to create, and it can potentially saw off the branch you are standing on. In almost all circumstances, it is better to move the unwanted note to a container, and then to delete the note manually if you really need to delete it at all.\nThe delete() operator returns true if at least one note was deleted, and false otherwise.","削除(スコープ)\nスコープで指定されたメモを削除します。範囲の定義。指定されたメモが存在しない場合、式は何の効果もなく false を返します。つまり、何も起こりません。削除も削除もメッセージも行われません。指定されたノートが存在する場合、それは削除され、式は以前のパスを返します。\ndelete(「メモ」);\nただし、メモのタイトル ($Name) だけでなく、スコープにパス ($Path) を使用することを強く提案しています。\ndelete(""/メモへの/パス"");\n可能な場合は、この演算子の使用を避けてください。作成しようとしていたメモを自動的に削除したり、あなたが立っている枝を見落としたりする可能性があります。ほとんどの場合、不要なメモをコンテナに移動し、どうしても削除する必要がある場合は手動でメモを削除することをお勧めします。\ndelete() 演算子は、少なくとも 1 つのメモが削除された場合は true を返し、それ以外の場合は false を返します。"
descendedFrom(item),Function,Item,Query Boolean,boolean test,false,4.6.0,Baseline,,,,1,true,false,false,false,false,false,false,false,false,,false,"descendedFrom(item)\nReturns Boolean true if item is an ancestor of the current note, i.e. it matches all descendants of item however deep the outline branch beneath it.\nThe item argument must be quoted unless an attribute reference. Ways to define item.\nTo return a Set of all items descended from container at path '/foo/bar' use the query:\n	descendedFrom(/foo/bar) \nOr if 'bar' is a unique title in the document, $Name alone can be used:\n	descendedFrom(""bar"") \nthe latter being the form most usually encountered.\nUnlike the paring of contains() and inside(), there is no converse operator that looks for notes that are ancestors of item. \nLegacy issues\nThis operator replaces the legacy #descendedFrom query operator.","子孫から(項目)\nitem が現在のノートの祖先である場合、つまり、その下のアウトライン分岐の深さにかかわらず item のすべての子孫と一致する場合、ブール値 true を返します。\nitem 引数は、属性参照でない限り引用符で囲む必要があります。項目を定義する方法。\nパス「/foo/bar」のコンテナから派生したすべてのアイテムのセットを返すには、次のクエリを使用します。\n子孫から(/foo/bar)\nまたは、「bar」がドキュメント内で一意のタイトルである場合は、$Name のみを使用できます。\nディセンデッドフロム(""バー"")\n後者は最も一般的に見られる形式です。\ncontains() と inside() の組み合わせとは異なり、item の先祖であるノートを検索する逆の演算子はありません。\n従来の問題\nこの演算子は、従来の #descendedFrom クエリ演算子を置き換えます。"
Dictionary.add(itemDict),Function,Item,"Dictionary, Set & List operations",Dictionary,false,9.1.0,Baseline,,,,,true,true,false,false,false,false,false,false,false,,false,"Dictionary.add(itemDict)\nThis reads a Dictionary-type argument itemDict from which a key and a value are parsed. \n 	$MyDictionary = $MyDictionary.add({apple:green}); \nNote that quotes are not needed around the key and value.\nIf key does not exist, that key is created with a value of value.\nIf key exists, key is given a value of value. This replaces any/all existing values for this key.\nAssume $MyDictionary has no 'apple' key. Example:\n 	$MyDictionary = $MyDictionary.add({apple:fruit}); \nThe key 'apple' is added and now has value 'fruit'\n 	$MyDictionary = $MyDictionary.add({apple:green}); \nThe key 'apple' now has a new value 'green'. Now assume the 'apple' key has multiple values of 'fruit;green;red':\n	$MyDictionary = $MyDictionary.add({apple:pie}); \nNow the value is just 'pie' because an .add() operator replaces all existing value(s). \nThis operator is also equivalent to:\n 	Dictionary[""key""] = ""value""; \nTo add an additional value(s) to existing value(s), see Dictionary.extend().\nTo remove a key—and any value(s) it has—from the Dictionary, there is no operator but instead the key string is deleted using a minus operator: see 'Deleting key:value pairs' here.\nThe .add() operator accepts quoted strings. The following expressions are equivalent:\n	$MyDictionary.add({1:able}) \n	$MyDictionary.add(""{1:able}"") \nBut do not use either of the following example syntax:\n	$MyDictionary.add({""1:able""}) WRONG!\n	$MyDictionary.add({""1"":""able""}) WRONG!\nUsing offset addresses within itemDict\nEither the keyStr or the valueStr may need to be calculated variable, for instance the valueStr might need to be the value of an offset attribute reference, e.g. $MyString(""Some note""), or inside a loop e.g. $MyString(loopVar). These expressions cannot be resolved within the .add() operator but itemDict can be a variable. Thus, in a loop, rather than:\n	vDict = vDict.add({$Name(aState)+"":""+$Color(aState)}); WRONG!\nuse:\n	vList.each(aState){\n		var:string vPair = $Name(aState)+"":""+$Color(aState);\n		vDict = vDict.add({vPair});\n	};\nLegacy form (pre-v9.5.0)\nDictionary.add(keyStr, valueStr)\nThis sets a keyStr to the valueStr. \nIf keyStr does not exist, that key is created with a value of valueStr.\nIf keyStr exists, keyStr is given value valueStr. This replaces any/all existing values for this key.\nAssume $MyDictionary has no 'apple' keyStr. Example:\n 	$MyDictionary = $MyDictionary.add(""apple"",""fruit""); \nThe keyStr 'apple' is added and now has valueStr 'fruit'\n 	$MyDictionary = $MyDictionary.add(""apple"",""green""); \nThe keyStr 'apple' now has a new value 'green'. Now assume the 'apple' key has multiple values of 'fruit;green;red':\n	$MyDictionary = $MyDictionary.add(""apple"",""pie""); \nNow the value is just 'pie' because an .add() operator replaces all existing valueStr(s).","Dictionary.add(itemDict)\nこれは、キーと値が解析される Dictionary 型の引数 itemDict を読み取ります。\n$MyDictionary = $MyDictionary.add({apple:green});\nキーと値を引用符で囲む必要がないことに注意してください。\nキーが存在しない場合、そのキーは value の値で作成されます。\nキーが存在する場合、キーには value の値が与えられます。これにより、このキーの既存の値の一部またはすべてが置き換えられます。\n$MyDictionary には「apple」キーがないと仮定します。例:\n$MyDictionary = $MyDictionary.add({apple:fruit});\nキー「apple」が追加され、値は「fruit」になりました。\n$MyDictionary = $MyDictionary.add({apple:green});\nキー「apple」に新しい値「green」が設定されました。ここで、「apple」キーに「fruit;green;red」という複数の値があると仮定します。\n$MyDictionary = $MyDictionary.add({apple:pie});\n.add() 演算子が既存の値をすべて置き換えるため、値は単なる「円」になります。\nこの演算子は以下と同等です。\nDictionary[""キー""] = ""値"";\n既存の値に追加の値を追加するには、Dictionary.extend() を参照してください。\nディクショナリからキー (およびキーが持つ値) を削除するには、演算子は使用せず、代わりにマイナス演算子を使用してキー文字列を削除します。こちらの「キーと値のペアの削除」を参照してください。\n.add() 演算子は引用符で囲まれた文字列を受け入れます。次の式は同等です。\n$MyDictionary.add({1:able})\n$MyDictionary.add(""{1:able}"")\nただし、次の例の構文は使用しないでください。\n$MyDictionary.add({""1:able""}) 間違っています!\n$MyDictionary.add({""1"":""able""}) 間違っています!\nitemDict 内でのオフセット アドレスの使用\nkeyStr または valueStr は計算された変数である必要がある場合があります。たとえば、valueStr はオフセット属性参照の値である必要がある場合があります。$MyString(""Some note"")、またはループ内、例:$MyString(loopVar)。これらの式は .add() 演算子内では解決できませんが、itemDict は変数にすることができます。したがって、ループ内では次のようになります。\nvDict = vDict.add({$Name(aState)+"":""+$Color(aState)});間違っている！\n使用:\nvList.each(aState){\nvar:string vPair = $Name(aState)+"":""+$Color(aState);\nvDict = vDict.add({vPair});\n};\n従来のフォーム (v9.5.0 より前)\nDictionary.add(keyStr, valueStr)\nこれにより、keyStr が valueStr に設定されます。\nkeyStr が存在しない場合、そのキーは valueStr の値で作成されます。\nkeyStr が存在する場合、keyStr には値 valueStr が与えられます。これにより、このキーの既存の値の一部またはすべてが置き換えられます。\n$MyDictionary には「apple」keyStr がないと仮定します。例:\n$MyDictionary = $MyDictionary.add(""リンゴ"",""果物"");\nkeyStr 'apple' が追加され、valueStr 'fruit' が追加されました。\n$MyDictionary = $MyDictionary.add(""リンゴ"",""緑"");\nkeyStr 'apple' に新しい値 'green' が追加されました。ここで、「apple」キーに「fruit;green;red」という複数の値があると仮定します。\n$MyDictionary = $MyDictionary.add(""リンゴ"",""パイ"");\n.add() 演算子が既存のすべての valueStr(s) を置き換えるため、値は単なる「パイ」になります。"
Dictionary.contains(keyStr),Function,Item,Query Boolean,boolean test,false,9.0.0,Baseline,,,,1,true,true,false,false,false,false,false,false,false,,false,"Dictionary.contains(keyStr)\nThe expression:\n	$MyDictionary.contains(key) \nis true if the dictionary contains the designated key.\nNote that keyStr is literal string and not a regex pattern (unlike the operator's use chained with some other data types).\nDictionaries are case-sensitive, but Dictionary.icontains(key) is available for case-insensitive matching.",Dictionary.contains(keyStr)\n式:\n$MyDictionary.contains(キー)\nディクショナリに指定されたキーが含まれている場合は true です。\nkeyStr はリテラル文字列であり、正規表現パターンではないことに注意してください (演算子が他のデータ型と連鎖して使用する場合とは異なります)。\n辞書は大文字と小文字を区別しますが、Dictionary.icontains(key) は大文字と小文字を区別しない一致に使用できます。
Dictionary.count(),Property,Item,"Dictionary, Set & List operations",Number,false,9.0.0,Baseline,,,,,false,true,false,false,false,false,false,false,false,,false,Dictionary.count()\nDictionary.count\nA Number-type property. Returns the number of keys in the dictionary (by their nature all keys are discrete so there is not potential of duplication in the count). If:\n	$MyDictionary = {cat:animal; dog:animal; rock: mineral}; \n	$MyNumber = $MyDictionary.count; \nMyNumber is now 3.\nDictionary.count and Dictionary.size are interchangeable. Use which ever seems more intuitive.,Dictionary.count()\nDictionary.count\n数値型のプロパティ。辞書内のキーの数を返します (その性質上、すべてのキーは個別であるため、カウントが重複する可能性はありません)。次の場合:\n$MyDictionary = {猫:動物;犬:動物;岩石: 鉱物};\n$MyNumber = $MyDictionary.count;\nマイナンバーは3になりました。\nDictionary.count と Dictionary.size は交換可能です。より直感的と思われる方を使用してください。
Dictionary.empty(),Property,Item,"Dictionary, Set & List operations",boolean test,false,9.0.0,Baseline,,,,,false,true,false,false,false,false,false,false,false,,false,"Dictionary.empty()\nDictionary.empty\nA Boolean-type property. Returns true if the dictionary has no keys, and is false otherwise.\n	$MyDictionary = {cat:animal; dog:animal; rock: mineral}; \n	$MyBoolean = $MyDictionary.empty; \nMyBoolean is now false\n	$MyDictionary = ; (or $MyDictionary = {};)\n	$MyBoolean = $MyDictionary.empty; \nMyBoolean is now true",Dictionary.empty()\nDictionary.empty\nブール型のプロパティ。辞書にキーがない場合は true を返し、それ以外の場合は false を返します。\n$MyDictionary = {猫:動物;犬:動物;岩石: 鉱物};\n$MyBoolean = $MyDictionary.empty;\nMyBoolean は false になりました\n$MyDictionary = ;(または $MyDictionary = {};)\n$MyBoolean = $MyDictionary.empty;\nMyBoolean が true になりました
Dictionary.extend(itemDict),Function,Item,"Dictionary, Set & List operations",Dictionary,false,9.1.0,Baseline,9.5.2,,,2,true,true,false,false,false,false,false,false,false,,false,"Dictionary.extend(itemDict)\nThis reads a Dictionary-type argument itemDict from which a key and a value are parsed. It adds the value string to the value(s) of a key.\nIf key does not exist, that key is created with a value of value.\nIf key exists, value is appended to key's existing value(s).\nAssume $MyDictionary has no 'pear' key. Example:\n 	$MyDictionary = $MyDictionary.extend({pear:fruit}); \nThe key 'pear' is added and now has value 'fruit'. Next:\n 	$MyDictionary = $MyDictionary.extend({pear:green}); \nThe key 'pear' now has an additional new value 'green', but the overall value is now a list and the key:value pair is pear:fruit;green.\nTo set the new valueStr so it replaces all existing value(s) see Dictionary.add().\nNote that quotes are not used around either/both the keyStr and valueStr. The .extend() operator accepts quoted strings. The following expressions are equivalent:\n	$MyDictionary.extend({1:able}) \n	$MyDictionary.extend(""{1:able}"") \nBut do not use either of the following example syntax:\n	$MyDictionary.extend({""1:able""}) WRONG!\n	$MyDictionary.extend({""1"":""able""}) WRONG!\nDictionary.extend(keyStr, valueStr)\nThis adds the valueStr string to the value(s) of a keyStr.\nIf keyStr does not exist, that key is created with a value of valueStr.\nIf keyStr exists, valueStr is appended to keyStr's existing value(s).\nAssume $MyDictionary has no 'pear' keyStr. Example:\n 	$MyDictionary = $MyDictionary.extend(""pear"",""fruit""); \nThe keyStr 'pear' is added and now has valueStr 'fruit'. Next:\n 	$MyDictionary = $MyDictionary.extend(""pear"",""green""); \nThe keyStr 'pear' now has an additional new valueStr 'green', but the overall value is now a list and the key:value air is pear:fruit;green.\nTo set the new valueStr so it replaces all existing value(s) see Dictionary.add().\nDictionary.extend(dictStr)\nThe Dictionary.extend() operator takes a single argument, a dictionary—using the new {} syntax of key:pair elements which will extend the current elements.\n 	$MyDictionary = $MyDictionary.extend({pear:green}); \nNote that quotes may be used around either/both the keyStr and valueStr. The following expressions are equivalent:\n	$MyDictionary = $MyDictionary.extend({1:able}}; \n	$MyDictionary = $MyDictionary.extend(""{1:able}""}; \nBut do not use either of the following example syntax:\n	$MyDictionary = $MyDictionary.extend({""1:able""}}; WRONG!\n	$MyDictionary = $MyDictionary.extend({""1"":""able""}}; WRONG!\nUsing offset addresses within itemDict\nEither the keyStr or the valueStr may need to be calculated variable, for instance the valueStr might need to be the value of an offset attribute reference, e.g. $MyString(""Some note""), or inside a loop e.g. $MyString(loopVar). These expressions cannot be resolved within the .extend() operator but itemDict can be a variable. Thus, in a loop, rather than:\n	vDict = vDict.extend({$Name(aState)+"":""+$Color(aState)}); WRONG!\nuse:\n	vList.each(aState){\n		var:string vPair = $Name(aState)+"":""+$Color(aState);\n		vDict = vDict.extend({vPair});\n	};","Dictionary.extend(itemDict)\nこれは、キーと値が解析される Dictionary 型の引数 itemDict を読み取ります。値文字列をキーの値に追加します。\nキーが存在しない場合、そのキーは value の値で作成されます。\nキーが存在する場合、値はキーの既存の値に追加されます。\n$MyDictionary には「pear」キーがないと仮定します。例:\n$MyDictionary = $MyDictionary.extend({pear:fruit});\nキー「pear」が追加され、値は「fruit」になりました。次へ:\n$MyDictionary = $MyDictionary.extend({pear:green});\nキー「pear」には新しい値「green」が追加されましたが、全体の値はリストになり、キー:値のペアは pear:fruit;green になります。\nすべての既存の値を置き換えるように新しい valueStr を設定するには、Dictionary.add() を参照してください。\nkeyStr と valueStr のどちらかまたは両方を引用符で囲んでいないことに注意してください。.extend() 演算子は引用符で囲まれた文字列を受け入れます。次の式は同等です。\n$MyDictionary.extend({1:able})\n$MyDictionary.extend(""{1:able}"")\nただし、次の例の構文は使用しないでください。\n$MyDictionary.extend({""1:able""}) 間違っています!\n$MyDictionary.extend({""1"":""able""}) 間違っています!\nDictionary.extend(keyStr, valueStr)\nこれにより、valueStr 文字列が keyStr の値に追加されます。\nkeyStr が存在しない場合、そのキーは valueStr の値で作成されます。\nkeyStr が存在する場合、valueStr が keyStr の既存の値に追加されます。\n$MyDictionary には 'pear' keyStr がないと仮定します。例:\n$MyDictionary = $MyDictionary.extend(""梨"",""果物"");\nkeyStr 'pear' が追加され、valueStr 'fruit' になりました。次へ:\n$MyDictionary = $MyDictionary.extend(""pear"",""green"");\nkeyStr 'pear' には新しい valueStr 'green' が追加されましたが、全体の値はリストになり、key:value air は pear:fruit;green になります。\nすべての既存の値を置き換えるように新しい valueStr を設定するには、Dictionary.add() を参照してください。\nDictionary.extend(dictStr)\nDictionary.extend() 演算子は、現在の要素を拡張する key:pair 要素の新しい {} 構文を使用して、単一の引数、つまり辞書を受け取ります。\n$MyDictionary = $MyDictionary.extend({pear:green});\nkeyStr と valueStr のいずれかまたは両方を引用符で囲むことができることに注意してください。次の式は同等です。\n$MyDictionary = $MyDictionary.extend({1:able}};\n$MyDictionary = $MyDictionary.extend(""{1:able}""};\nただし、次の例の構文は使用しないでください。\n$MyDictionary = $MyDictionary.extend({""1:able""}}; 間違っています!\n$MyDictionary = $MyDictionary.extend({""1"":""able""}}; 間違っています!\nitemDict 内でのオフセット アドレスの使用\nkeyStr または valueStr は計算された変数である必要がある場合があります。たとえば、valueStr はオフセット属性参照の値である必要がある場合があります。$MyString(""Some note"")、またはループ内、例:$MyString(loopVar)。これらの式は .extend() 演算子内では解決できませんが、itemDict は変数にすることができます。したがって、ループ内では次のようになります。\nvDict = vDict.extend({$Name(aState)+"":""+$Color(aState)});違います!\n使用:\nvList.each(aState){\nvar:string vPair = $Name(aState)+"":""+$Color(aState);\nvDict = vDict.extend({vPair});\n};"
Dictionary.icontains(keyStr),Function,Item,Query Boolean,boolean test,false,9.0.0,Baseline,,,,1,true,true,false,false,false,false,false,false,false,,false,"Dictionary.icontains(keyStr)\nThe expression:\n	$MyDictionary.icontains(key) \nis true if the dictionary contains the designated key or case variations of it.\nNote that keyStr is literal string and not a regex pattern (unlike the operator's use chained with some other data types).\nDictionaries are case-sensitive, and Dictionary.contains(key) is available for case-sensitive matching.",Dictionary.icontains(keyStr)\n式:\n$MyDictionary.icontains(キー)\n指定されたキーまたはその大文字小文字のバリエーションが辞書に含まれている場合は true です。\nkeyStr はリテラル文字列であり、正規表現パターンではないことに注意してください (演算子が他のデータ型と連鎖して使用する場合とは異なります)。\n辞書では大文字と小文字が区別され、大文字と小文字を区別した一致には Dictionary.contains(key) が使用できます。
Dictionary.keys(),Property,Item,"Dictionary, Set & List operations",List,false,9.0.0,Baseline,,,,,false,true,false,false,false,false,false,false,false,,false,"Dictionary.keys()\nDictionary.keys\nA List-type property. Returns a list of unsorted key names (i.e. only the keys' strings and not those of values) for this note. Unlike a List or Set, the Dictionary cannot be iterated directly using .each(). Instead, Dictionary.keys provides an iter-able list. So:\n$MyDictionary.keys.each(x){\n	if($MyDictionary[x] == ""Whoops""){\n		 ...\n	}\n}\nTherefore do not try: $MyDictionary.each(x)\nA dictionary cannot be sorted but as above Dictionary.keys can be sorted. This is the previous example above, but with an added .sort operator inserted after .keys:\n$MyDictionary.keys.sort.each(x){\n	if($MyDictionary[x] == ""Whoops""){\n		 ...\n	}\n}\nNote that when iterating a dictionary with .each(X) the loop variable X is the String value of the key.\nDepending on your needs you might prefer to pass the dictionary explicitly to a list attribute before doing further work:\n	$MyList = $MyDictionary.keys; // then work with MyList","Dictionary.keys()\n辞書.キー\nリスト型のプロパティ。このノートのソートされていないキー名のリスト (つまり、値の文字列ではなくキーの文字列のみ) を返します。List や Set とは異なり、Dictionary は .each() を使用して直接反復することはできません。代わりに、Dictionary.keys は反復可能なリストを提供します。それで:\n$MyDictionary.keys.each(x){\nif($MyDictionary[x] == ""おっと""){\n...\n}\n}\nしたがって、$MyDictionary.each(x) は試さないでください。\n辞書はソートできませんが、上記のように Dictionary.keys はソートできます。これは上記の例ですが、.keys の後に .sort 演算子が追加されています。\n$MyDictionary.keys.sort.each(x){\nif($MyDictionary[x] == ""おっと""){\n...\n}\n}\n.each(X) で辞書を反復処理する場合、ループ変数 X はキーの String 値であることに注意してください。\nニーズに応じて、さらなる作業を行う前に、リスト属性に辞書を明示的に渡したい場合があります。\n$MyList = $MyDictionary.keys;// その後、MyList を操作します"
Dictionary.size(),Property,Item,"Dictionary, Set & List operations",Number,false,9.0.0,Baseline,,,,,false,true,false,false,false,false,false,false,false,,false,Dictionary.size()\nDictionary.size\nA Number-type property. Returns the number of keys in the dictionary (by their nature all keys are discrete so there is not potential of duplication in the count). If:\n	$MyDictionary = {cat:animal; dog:animal; rock: mineral}; \n	$MyNumber = $MyDictionary.size; \nMyNumber is now 3.\nDictionary.size and Dictionary.count are interchangeable. Use which ever seems more intuitive.,Dictionary.size()\n辞書のサイズ\n数値型のプロパティ。辞書内のキーの数を返します (その性質上、すべてのキーは個別であるため、カウントが重複する可能性はありません)。次の場合:\n$MyDictionary = {猫:動物;犬:動物;岩石: 鉱物};\n$MyNumber = $MyDictionary.size;\nマイナンバーは3になりました。\nDictionary.size と Dictionary.count は交換可能です。より直感的と思われる方を使用してください。
