Name,OpClass,OpScope,OpType,OpReturnType,OperatorFlag,OriginalVersion,CodeFirstAdded,CodeAltered,ChangeRefSet,OSVersion,NumberOfArgs,HasNeededArguments,IsDotOp,HasDotOpVersion,HasLoopVariable,HasRegExArgument,HasScopeArgument,HasConditionalArgument,HasOptionalArgument,HasStyledOutput,HonoursLinkType,HasNoCodeSample,Text,TextJa
"date(yearNum, monthNum, dayNum[, hourNum, minNum])",Function,Item,Date-time,Date,false,4.0.0,Baseline,,,,5,true,false,false,false,false,false,false,true,false,,false,"date(yearNum, monthNum, dayNum[, hourNum, minNum])
constructs a Date from individual numeric elements. This is useful, for example, if you need to assemble a date from separate attributes. Note an alternate method for specifying dates using a String representation of the whole date (or date/time), see here.
year is the 4-digit year
month is a number from 1–12
day is a number from 1 to 31
The time arguments are optional, and are specified in a 24-hour clock.
hour is a number from 0 to 23
minute is a number from 0 to 59
Using this operator, do not quote the whole argument list: these should be left as individual numbers.
Wrong: $MyDate = date(""2004,7,23,16,45""); 
Right: $MyDate = date(2004,7,23,16,45); 
Examples:
	$MyDate = date(2004,7,23,16,45); …sets 23 July 2004 16:45","date(yearNum, monthNum, dayNum[, hourNum, minNum])
個別の数値要素から日付を作成します。これは、例えば、別々の属性から日付を組み立てる必要がある場合に便利です。日付全体（または日付と時刻）を文字列で指定する別の方法については、こちらを参照してください。
year は4桁の西暦
month は1〜12の数値
day は1〜31の数値
時刻の引数はオプションであり、24時間制で指定します。
hour は0〜23の数値
minute は0〜59の数値
この演算子を使用する際、引数リスト全体を引用符で囲まないでください。これらは個別の数値として記述する必要があります。
誤：$MyDate = date(""2004,7,23,16,45""); 
正：$MyDate = date(2004,7,23,16,45); 
例：
	$MyDate = date(2004,7,23,16,45); …2004年7月23日 16:45に設定されます。"
"day(aDate, dayNum)",Function,Item,Date-time,Date,false,4.0.0,Baseline,,,,2,true,false,false,false,false,false,false,false,false,,false,"day(theDate, dayNum)
creates a new Date based on the aDate expression, but in which the day of the month is dayNumDate is not changed unless theDate is an attribute and the attribute is re-setting itself:
	$MyDateA = day($MyDate,14); $MyDate is unaltered
	$MyDate = day($MyDate,14); $MyDate is changed
Examples. If $MyDate is July 4, 2009 then
	$MyNumber = day($MyDate); …is 4
If $MyDate is July 4,2009, then 
	$MyDate = day($MyDate,5); 
will change $MyDate to July 5, 2009.
The single-argument merthod, used to read the day in the date is documented separately: see day(aDate).","day(theDate, dayNum)
theDate式に基づき、日の値をdayNumに変更した新しい日付を作成します。theDateが属性であり、その属性自体を再設定しない限り、元の日付は変更されません。
	$MyDateA = day($MyDate,14); $MyDateは変更されません
	$MyDate = day($MyDate,14); $MyDateは変更されます
例：$MyDateが2009年7月4日の場合
	$MyNumber = day($MyDate); …は4
$MyDateが2009年7月4日の場合
	$MyDate = day($MyDate,5); 
を実行すると、$MyDateは2009年7月5日に変更されます。
日付から日を読み取るために使用される引数1つのメソッドは、別途「day(aDate)」でドキュメント化されています。"
day(aDate),Function,Item,Date-time,Number,false,4.0.0,Baseline,,,,1,true,false,false,false,false,false,false,false,false,,false,"day(aDate)
returns, as a Number, the day of the month from the aDate expression, which may simply be a date-type attribute value.
	$MyNumber = day($MyDate); 
Alternatively, use Date.day.
The two-argument method, used to alter a Date, is documented separately: see day(aDate, dayNum).","day(aDate)
aDate式（単なる日付型の属性値でも可）から、月の日を数値として返します。
	$MyNumber = day($MyDate); 
あるいは、Date.dayを使用してください。
日付を変更するために使用される2引数のメソッドは、別に説明されています。day(aDate, dayNum)を参照してください。"
"days(firstDate, lastDate)",Function,Item,Date-time,Number,false,4.0.0,Baseline,,,,2,true,false,false,false,false,false,false,false,false,,false,"days(firstDate, lastDate) 
returns the Number of 'days' (as defined below) that elapsed between firstDate and lastDate. If lastDate is earlier than firstDate then the result is negative. 
The operator returns the number of 24-hour blocks [sic] between two dates, rounded toward zero. So if days() measures the difference between a date/time of 09:30 today and 08:30 tomorrow, the result is 0 (zero) as the difference is only 23 hours. If the times are same a whole day increment is recorded. 
Thus days does not return a simplistic calendar day difference as some users might intuit it would. If times vary between firstDate and lastDate, the returned difference figure may thus be one day high or low of an expected calendar day-based value.
If $DateA is 3 January 2016 and $DateB is 9 January 2016, then:
	$MyNumber = days($DateA,$DateB); 
sets $MyNumber to 6.
Also see minutes(date1,date2).","days(firstDate, lastDate)
firstDateとlastDateの間に経過した（以下で定義される）「日」数を返します。lastDateがfirstDateよりも前の場合は、結果は負の数になります。
このオペレーターは、2つの日付の間の24時間単位のブロック（[原文ママ]）の数を返し、0の方向に丸めます。したがって、days()が今日の09:30と明日の08:30の差を測定する場合、その差は23時間しかないため、結果は0（ゼロ）になります。時刻が同じであれば、丸1日の増分が記録されます。
このように、daysは一部のユーザーが直感的に期待するような単純なカレンダー上の日付の差を返すわけではありません。firstDateとlastDateの間で時刻が異なる場合、返される差の数値は、期待されるカレンダーに基づいた値から1日程度前後する可能性があります。
$DateAが2016年1月3日で、$DateBが2016年1月9日の場合：
	$MyNumber = days($DateA,$DateB);
は、$MyNumberを6に設定します。
minutes(date1,date2)も参照してください。"
degrees(radiansNum),Function,Item,Mathematical,Number,false,6.0.0,Baseline,,,,1,true,false,false,false,false,false,false,false,false,,false,"degrees(radiansNum)
Takes an angle argument, radiansNum, specified in radians and return the angle in degrees.
	$MyNumber = degrees(6); 
returns 343.7746771 for an input of 6 radians.
See also radians() which converts an angle in degrees to radians.","degrees(radiansNum)
ラジアンで指定された角度引数 radiansNum を受け取り、その角度を度数法で返します。
	$MyNumber = degrees(6);
6ラジアンの入力に対して 343.7746771 を返します。
度数法の角度をラジアンに変換する radians() も参照してください。"
delete(scope),Function,Group,Data manipulation,success boolean,false,8.7.0,Baseline,,,,1,true,false,false,false,false,true,false,false,false,,false,"delete(scope)
Deletes the note(s) designated by scope; defining scope. If a designated note does not exist, the expression has no effect and returns false, i.e. nothing happens: no deletion, no message of no deletion. If the designated note exists, it will be deleted and the expression returns its former path.
	delete(""Some note""); 
However, it is strongly suggesting using a path ($Path) for scope and not just the note's title ($Name), thus:
	delete(""/The/path/to/Some note""); 
Avoid using this operator when possible. It can automatically delete notes you intended to create, and it can potentially saw off the branch you are standing on. In almost all circumstances, it is better to move the unwanted note to a container, and then to delete the note manually if you really need to delete it at all.
The delete() operator returns true if at least one note was deleted, and false otherwise.","scopeで指定されたノートを削除します。scopeを定義してください。指定されたノートが存在しない場合、式は何の効果も持たず、falseを返します。つまり、削除も行われず、削除されなかったというメッセージも出ません。指定されたノートが存在する場合、それは削除され、式はそのノートの以前のパスを返します。
	delete(""Some note""); 
ただし、scopeにはノートのタイトル（$Name）だけでなく、パス（$Path）を使用することを強く推奨します。
	delete(""/The/path/to/Some note""); 
可能な限りこのオペレーターの使用は避けてください。作成しようとしたノートを自動的に削除してしまう可能性があり、また、自分自身が立っている枝を切り落としてしまう（実行中のコンテキスト自体を削除してしまう）可能性もあります。ほとんどすべての場合において、不要なノートはコンテナに移動させ、本当に削除する必要がある場合にのみ手動で削除する方が適切です。
delete() オペレーターは、少なくとも1つのノートが削除された場合に true を返し、そうでない場合に false を返します。"
descendedFrom(item),Function,Item,Query Boolean,boolean test,false,4.6.0,Baseline,,,,1,true,false,false,false,false,false,false,false,false,,false,"descendedFrom(item)
Returns Boolean true if item is an ancestor of the current note, i.e. it matches all descendants of item however deep the outline branch beneath it.
The item argument must be quoted unless an attribute reference. Ways to define item.
To return a Set of all items descended from container at path '/foo/bar' use the query:
	descendedFrom(/foo/bar) 
Or if 'bar' is a unique title in the document, $Name alone can be used:
	descendedFrom(""bar"") 
the latter being the form most usually encountered.
Unlike the paring of contains() and inside(), there is no converse operator that looks for notes that are ancestors of item. 
Legacy issues
This operator replaces the legacy #descendedFrom query operator.","descendedFrom(item)
itemが現在のノートの先祖である場合、つまり、その下のコンテナ構造がどれほど深くても、itemのすべての子孫に一致する場合に、Booleanの真（true）を返します。
item引数は、属性参照でない限り引用符で囲む必要があります。itemの指定方法：
パス '/foo/bar' にあるコンテナのすべての子孫アイテムをセット（Set）として返すには、次のクエリを使用します：
	descendedFrom(/foo/bar)
または、'bar' がドキュメント内で一意の名前（$Name）である場合は、名前だけを使用できます：
	descendedFrom(""bar"")
通常は後者の形式が最もよく使われます。
contains() と inside() の組み合わせとは異なり、itemの先祖にあたるノートを探す逆の演算子は存在しません。
レガシーに関する事項
この演算子は、旧来の #descendedFrom クエリ演算子を置き換えるものです。"
Dictionary.add(itemDict),Function,Item,"Dictionary, Set & List operations",Dictionary,false,9.1.0,Baseline,,,,,true,true,false,false,false,false,false,false,false,,false,"Dictionary.add(itemDict)
This reads a Dictionary-type argument itemDict from which a key and a value are parsed. 
 	$MyDictionary = $MyDictionary.add({apple:green}); 
Note that quotes are not needed around the key and value.
If key does not exist, that key is created with a value of value.
If key exists, key is given a value of value. This replaces any/all existing values for this key.
Assume $MyDictionary has no 'apple' key. Example:
 	$MyDictionary = $MyDictionary.add({apple:fruit}); 
The key 'apple' is added and now has value 'fruit'
 	$MyDictionary = $MyDictionary.add({apple:green}); 
The key 'apple' now has a new value 'green'. Now assume the 'apple' key has multiple values of 'fruit;green;red':
	$MyDictionary = $MyDictionary.add({apple:pie}); 
Now the value is just 'pie' because an .add() operator replaces all existing value(s). 
This operator is also equivalent to:
 	Dictionary[""key""] = ""value""; 
To add an additional value(s) to existing value(s), see Dictionary.extend().
To remove a key—and any value(s) it has—from the Dictionary, there is no operator but instead the key string is deleted using a minus operator: see 'Deleting key:value pairs' here.
The .add() operator accepts quoted strings. The following expressions are equivalent:
	$MyDictionary.add({1:able}) 
	$MyDictionary.add(""{1:able}"") 
But do not use either of the following example syntax:
	$MyDictionary.add({""1:able""}) WRONG!
	$MyDictionary.add({""1"":""able""}) WRONG!
Using offset addresses within itemDict
Either the keyStr or the valueStr may need to be calculated variable, for instance the valueStr might need to be the value of an offset attribute reference, e.g. $MyString(""Some note""), or inside a loop e.g. $MyString(loopVar). These expressions cannot be resolved within the .add() operator but itemDict can be a variable. Thus, in a loop, rather than:
	vDict = vDict.add({$Name(aState)+"":""+$Color(aState)}); WRONG!
use:
	vList.each(aState){
		var:string vPair = $Name(aState)+"":""+$Color(aState);
		vDict = vDict.add({vPair});
	};
Legacy form (pre-v9.5.0)
Dictionary.add(keyStr, valueStr)
This sets a keyStr to the valueStr. 
If keyStr does not exist, that key is created with a value of valueStr.
If keyStr exists, keyStr is given value valueStr. This replaces any/all existing values for this key.
Assume $MyDictionary has no 'apple' keyStr. Example:
 	$MyDictionary = $MyDictionary.add(""apple"",""fruit""); 
The keyStr 'apple' is added and now has valueStr 'fruit'
 	$MyDictionary = $MyDictionary.add(""apple"",""green""); 
The keyStr 'apple' now has a new value 'green'. Now assume the 'apple' key has multiple values of 'fruit;green;red':
	$MyDictionary = $MyDictionary.add(""apple"",""pie""); 
Now the value is just 'pie' because an .add() operator replaces all existing valueStr(s).","Dictionary.add(itemDict)
キーと値が解析されるDictionary型の引数itemDictを読み取ります。
 	$MyDictionary = $MyDictionary.add({apple:green}); 
キーと値の周囲に引用符（クォート）は不要であることに注意してください。
キーが存在しない場合、そのキーは指定された値で作成されます。
キーが存在する場合、そのキーに値が割り当てられます。これにより、そのキーの既存のすべての値が置き換えられます。
$MyDictionaryに「apple」キーがないと仮定した例：
 	$MyDictionary = $MyDictionary.add({apple:fruit}); 
キー「apple」が追加され、値は「fruit」になります。
 	$MyDictionary = $MyDictionary.add({apple:green}); 
キー「apple」の新しい値は「green」になります。次に、「apple」キーに「fruit;green;red」という複数の値があると仮定します：
	$MyDictionary = $MyDictionary.add({apple:pie}); 
.add() オペレータは既存のすべての値を置き換えるため、値は単一の「pie」になります。
このオペレータは、以下とも同等です：
 	Dictionary[""key""] = ""value""; 
既存の値にさらに値を追加するには、Dictionary.extend() を参照してください。
Dictionaryからキー（およびそれが持つすべての値）を削除するための専用オペレータはありませんが、代わりにマイナス演算子を使用してキー文字列を削除します。こちらの「キーと値のペアの削除（Deleting key:value pairs）」を参照してください。
.add() オペレータは引用符で囲まれた文字列を受け入れます。以下の式は同等です：
	$MyDictionary.add({1:able}) 
	$MyDictionary.add(""{1:able}"") 
ただし、以下の例のような構文はいずれも使用しないでください：
	$MyDictionary.add({""1:able""}) 誤り！
	$MyDictionary.add({""1"":""able""}) 誤り！

itemDict内でのオフセットアドレスの使用
keyStrまたはvalueStrのいずれかが、計算された変数である必要がある場合があります。例えば、valueStrがオフセット属性参照（例：$MyString(""Some note"")）である必要がある場合や、ループ内（例：$MyString(loopVar)）である場合です。これらの式は .add() オペレータ内で解決することはできませんが、itemDict自体を変数にすることは可能です。したがって、ループ内において次のような記述をするのではなく：
	vDict = vDict.add({$Name(aState)+"":""+$Color(aState)}); 誤り！
次のように記述してください：
	vList.each(aState){
		var:string vPair = $Name(aState)+"":""+$Color(aState);
		vDict = vDict.add({vPair});
	};

レガシー形式（v9.5.0以前）
Dictionary.add(keyStr, valueStr)
これは keyStr に valueStr を設定します。
keyStr が存在しない場合、そのキーは valueStr という値で作成されます。
keyStr が存在する場合、そのキーには valueStr という値が割り当てられます。これにより、そのキーの既存のすべての値が置き換えられます。
$MyDictionaryに「apple」という keyStr がないと仮定した例：
 	$MyDictionary = $MyDictionary.add(""apple"",""fruit""); 
keyStr の「apple」が追加され、値は「fruit」になります。
 	$MyDictionary = $MyDictionary.add(""apple"",""green""); 
keyStr の「apple」の新しい値は「green」になります。次に、「apple」キーに「fruit;green;red」という複数の値があると仮定します：
	$MyDictionary = $MyDictionary.add(""apple"",""pie""); 
.add() オペレータは既存のすべての valueStr を置き換えるため、値は「pie」のみになります。"
Dictionary.contains(keyStr),Function,Item,Query Boolean,boolean test,false,9.0.0,Baseline,,,,1,true,true,false,false,false,false,false,false,false,,false,"Dictionary.contains(keyStr)
The expression:
	$MyDictionary.contains(key) 
is true if the dictionary contains the designated key.
Note that keyStr is literal string and not a regex pattern (unlike the operator's use chained with some other data types).
Dictionaries are case-sensitive, but Dictionary.icontains(key) is available for case-insensitive matching.","Dictionary.contains(keyStr)
式:
	$MyDictionary.contains(key) 
は、辞書に指定されたキーが含まれている場合に真（true）となります。
keyStr はリテラル文字列であり、正規表現パターンではないことに注意してください（他のデータ型でこの演算子を連鎖させて使用する場合とは異なります）。
辞書は大文字と小文字を区別しますが、大文字小文字を区別せずに照合するには Dictionary.icontains(key) が利用可能です。"
Dictionary.count(),Property,Item,"Dictionary, Set & List operations",Number,false,9.0.0,Baseline,,,,,false,true,false,false,false,false,false,false,false,,false,"Dictionary.count()
Dictionary.count
A Number-type property. Returns the number of keys in the dictionary (by their nature all keys are discrete so there is not potential of duplication in the count). If:
	$MyDictionary = {cat:animal; dog:animal; rock: mineral}; 
	$MyNumber = $MyDictionary.count; 
MyNumber is now 3.
Dictionary.count and Dictionary.size are interchangeable. Use which ever seems more intuitive.","Dictionary.count()
Dictionary.count
Number型のプロパティ。辞書内のキーの数を返します（その性質上、すべてのキーは一意であるため、カウントに重複が生じる可能性はありません）。次の場合：
	$MyDictionary = {cat:animal; dog:animal; rock: mineral}; 
	$MyNumber = $MyDictionary.count; 
MyNumberは3になります。
Dictionary.countとDictionary.sizeは互換性があります。より直感的に感じられる方を使用してください。"
Dictionary.empty(),Property,Item,"Dictionary, Set & List operations",boolean test,false,9.0.0,Baseline,,,,,false,true,false,false,false,false,false,false,false,,false,"Dictionary.empty()
Dictionary.empty
A Boolean-type property. Returns true if the dictionary has no keys, and is false otherwise.
	$MyDictionary = {cat:animal; dog:animal; rock: mineral}; 
	$MyBoolean = $MyDictionary.empty; 
MyBoolean is now false
	$MyDictionary = ; (or $MyDictionary = {};)
	$MyBoolean = $MyDictionary.empty; 
MyBoolean is now true","Dictionary.empty()
Dictionary.empty
Boolean型のプロパティ。ディクショナリにキーがない場合はtrueを返し、それ以外の場合はfalseを返します。
	$MyDictionary = {cat:animal; dog:animal; rock: mineral}; 
	$MyBoolean = $MyDictionary.empty; 
MyBooleanはfalseになります
	$MyDictionary = ; (または $MyDictionary = {};)
	$MyBoolean = $MyDictionary.empty; 
MyBooleanはtrueになります"
Dictionary.extend(itemDict),Function,Item,"Dictionary, Set & List operations",Dictionary,false,9.1.0,Baseline,9.5.2,,,2,true,true,false,false,false,false,false,false,false,,false,"Dictionary.extend(itemDict)
This reads a Dictionary-type argument itemDict from which a key and a value are parsed. It adds the value string to the value(s) of a key.
If key does not exist, that key is created with a value of value.
If key exists, value is appended to key's existing value(s).
Assume $MyDictionary has no 'pear' key. Example:
 	$MyDictionary = $MyDictionary.extend({pear:fruit}); 
The key 'pear' is added and now has value 'fruit'. Next:
 	$MyDictionary = $MyDictionary.extend({pear:green}); 
The key 'pear' now has an additional new value 'green', but the overall value is now a list and the key:value pair is pear:fruit;green.
To set the new valueStr so it replaces all existing value(s) see Dictionary.add().
Note that quotes are not used around either/both the keyStr and valueStr. The .extend() operator accepts quoted strings. The following expressions are equivalent:
	$MyDictionary.extend({1:able}) 
	$MyDictionary.extend(""{1:able}"") 
But do not use either of the following example syntax:
	$MyDictionary.extend({""1:able""}) WRONG!
	$MyDictionary.extend({""1"":""able""}) WRONG!
Dictionary.extend(keyStr, valueStr)
This adds the valueStr string to the value(s) of a keyStr.
If keyStr does not exist, that key is created with a value of valueStr.
If keyStr exists, valueStr is appended to keyStr's existing value(s).
Assume $MyDictionary has no 'pear' keyStr. Example:
 	$MyDictionary = $MyDictionary.extend(""pear"",""fruit""); 
The keyStr 'pear' is added and now has valueStr 'fruit'. Next:
 	$MyDictionary = $MyDictionary.extend(""pear"",""green""); 
The keyStr 'pear' now has an additional new valueStr 'green', but the overall value is now a list and the key:value air is pear:fruit;green.
To set the new valueStr so it replaces all existing value(s) see Dictionary.add().
Dictionary.extend(dictStr)
The Dictionary.extend() operator takes a single argument, a dictionary—using the new {} syntax of key:pair elements which will extend the current elements.
 	$MyDictionary = $MyDictionary.extend({pear:green}); 
Note that quotes may be used around either/both the keyStr and valueStr. The following expressions are equivalent:
	$MyDictionary = $MyDictionary.extend({1:able}}; 
	$MyDictionary = $MyDictionary.extend(""{1:able}""}; 
But do not use either of the following example syntax:
	$MyDictionary = $MyDictionary.extend({""1:able""}}; WRONG!
	$MyDictionary = $MyDictionary.extend({""1"":""able""}}; WRONG!
Using offset addresses within itemDict
Either the keyStr or the valueStr may need to be calculated variable, for instance the valueStr might need to be the value of an offset attribute reference, e.g. $MyString(""Some note""), or inside a loop e.g. $MyString(loopVar). These expressions cannot be resolved within the .extend() operator but itemDict can be a variable. Thus, in a loop, rather than:
	vDict = vDict.extend({$Name(aState)+"":""+$Color(aState)}); WRONG!
use:
	vList.each(aState){
		var:string vPair = $Name(aState)+"":""+$Color(aState);
		vDict = vDict.extend({vPair});
	};","Dictionary.extend(itemDict)
これは、キーと値が解析されるDictionary型の引数itemDictを読み込みます。これは、キーの値に値の文字列を追加します。
キーが存在しない場合、そのキーは値とともに作成されます。
キーが存在する場合、値は既存のキーの値に追加されます。
$MyDictionaryに'pear'キーがないと仮定します。例：
 	$MyDictionary = $MyDictionary.extend({pear:fruit}); 
キー'pear'が追加され、値は'fruit'になります。次に：
 	$MyDictionary = $MyDictionary.extend({pear:green}); 
キー'pear'に新しい値'green'が追加されますが、全体の値はリストになり、キーと値のペアは pear:fruit;green になります。
既存のすべての値を新しいvalueStrで置き換えるように設定するには、Dictionary.add()を参照してください。
keyStrとvalueStrのいずれか、または両方の周囲に引用符は使用されないことに注意してください。.extend()オペレータは引用符で囲まれた文字列を受け入れます。以下の式は同等です：
	$MyDictionary.extend({1:able}) 
	$MyDictionary.extend(""{1:able}"") 
ただし、以下の構文例はいずれも使用しないでください：
	$MyDictionary.extend({""1:able""}) 誤り！
	$MyDictionary.extend({""1"":""able""}) 誤り！

Dictionary.extend(keyStr, valueStr)
これは、keyStrの値にvalueStr文字列を追加します。
keyStrが存在しない場合、そのキーはvalueStrの値とともに作成されます。
keyStrが存在する場合、valueStrは既存のkeyStrの値に追加されます。
$MyDictionaryに'pear'というkeyStrがないと仮定します。例：
 	$MyDictionary = $MyDictionary.extend(""pear"",""fruit""); 
keyStr 'pear'が追加され、valueStr 'fruit'を持つようになります。次に：
 	$MyDictionary = $MyDictionary.extend(""pear"",""green""); 
keyStr 'pear'に新しいvalueStr 'green'が追加されますが、全体の値はリストになり、キーと値のペアは pear:fruit;green になります。
既存のすべての値を新しいvalueStrで置き換えるように設定するには、Dictionary.add()を参照してください。

Dictionary.extend(dictStr)
Dictionary.extend()オペレータは、現在の要素を拡張するkey:pair要素の新しい {} 構文を使用した、単一の引数（辞書）を取ります。
 	$MyDictionary = $MyDictionary.extend({pear:green}); 
keyStrとvalueStrのいずれか、または両方の周囲に引用符が使用される場合があることに注意してください。以下の式は同等です：
	$MyDictionary = $MyDictionary.extend({1:able}}; 
	$MyDictionary = $MyDictionary.extend(""{1:able}""}; 
ただし、以下の構文例はいずれも使用しないでください：
	$MyDictionary = $MyDictionary.extend({""1:able""}}; 誤り！
	$MyDictionary = $MyDictionary.extend({""1"":""able""}}; 誤り！

itemDict内でのオフセットアドレスの使用
keyStrまたはvalueStrのいずれかを計算された変数にする必要がある場合があります。例えば、valueStrを $MyString(""Some note"") のようなオフセット属性参照の値にする必要がある場合や、ループ内（例: $MyString(loopVar)）などです。これらの式は .extend() オペレータ内では解決できませんが、itemDictを変数にすることは可能です。したがって、ループ内では以下のように記述するのではなく：
	vDict = vDict.extend({$Name(aState)+"":""+$Color(aState)}); 誤り！
次のように記述します：
	vList.each(aState){
		var:string vPair = $Name(aState)+"":""+$Color(aState);
		vDict = vDict.extend({vPair});
	};"
Dictionary.icontains(keyStr),Function,Item,Query Boolean,boolean test,false,9.0.0,Baseline,,,,1,true,true,false,false,false,false,false,false,false,,false,"Dictionary.icontains(keyStr)
The expression:
	$MyDictionary.icontains(key) 
is true if the dictionary contains the designated key or case variations of it.
Note that keyStr is literal string and not a regex pattern (unlike the operator's use chained with some other data types).
Dictionaries are case-sensitive, and Dictionary.contains(key) is available for case-sensitive matching.","Dictionary.icontains(keyStr)
式：
	$MyDictionary.icontains(key)
は、辞書（Dictionary）に指定されたキー、またはその大文字小文字のバリエーションが含まれている場合に true となります。
keyStr はリテラル文字列であり、正規表現パターンではないことに注意してください（他のデータ型とチェーンしてこの演算子を使用する場合とは異なります）。
辞書は大文字小文字を区別するため、大文字小文字を区別した一致確認には Dictionary.contains(key) が利用できます。"
Dictionary.keys(),Property,Item,"Dictionary, Set & List operations",List,false,9.0.0,Baseline,,,,,false,true,false,false,false,false,false,false,false,,false,"Dictionary.keys()
Dictionary.keys
A List-type property. Returns a list of unsorted key names (i.e. only the keys' strings and not those of values) for this note. Unlike a List or Set, the Dictionary cannot be iterated directly using .each(). Instead, Dictionary.keys provides an iter-able list. So:
$MyDictionary.keys.each(x){
	if($MyDictionary[x] == ""Whoops""){
		 ...
	}
}
Therefore do not try: $MyDictionary.each(x)
A dictionary cannot be sorted but as above Dictionary.keys can be sorted. This is the previous example above, but with an added .sort operator inserted after .keys:
$MyDictionary.keys.sort.each(x){
	if($MyDictionary[x] == ""Whoops""){
		 ...
	}
}
Note that when iterating a dictionary with .each(X) the loop variable X is the String value of the key.
Depending on your needs you might prefer to pass the dictionary explicitly to a list attribute before doing further work:
	$MyList = $MyDictionary.keys; // then work with MyList","Dictionary.keys()
Dictionary.keys
リスト型のプロパティ。このノートのソートされていないキー名のリスト（つまり、値ではなくキーの文字列のみ）を返します。ListやSetとは異なり、Dictionaryは .each() を使用して直接反復処理（イテレート）することはできません。代わりに、Dictionary.keys が反復処理可能なリストを提供します。そのため、次のように記述します：
$MyDictionary.keys.each(x){
	if($MyDictionary[x] == ""Whoops""){
		 ...
	}
}
したがって、 $MyDictionary.each(x) とは記述しないでください。
ディクショナリ自体をソートすることはできませんが、上述の通り Dictionary.keys はソート可能です。以下は前述の例の .keys の後に .sort 演算子を挿入したものです：
$MyDictionary.keys.sort.each(x){
	if($MyDictionary[x] == ""Whoops""){
		 ...
	}
}
.each(X) でディクショナリを反復処理する場合、ループ変数 X はキーの文字列値になることに注意してください。
目的に応じて、さらに処理を進める前に、明示的にディクショナリのキーをリスト属性に渡す方が適している場合もあります：
	$MyList = $MyDictionary.keys; // その後、MyListを使用して作業する"
Dictionary.size(),Property,Item,"Dictionary, Set & List operations",Number,false,9.0.0,Baseline,,,,,false,true,false,false,false,false,false,false,false,,false,"Dictionary.size()
Dictionary.size
A Number-type property. Returns the number of keys in the dictionary (by their nature all keys are discrete so there is not potential of duplication in the count). If:
	$MyDictionary = {cat:animal; dog:animal; rock: mineral}; 
	$MyNumber = $MyDictionary.size; 
MyNumber is now 3.
Dictionary.size and Dictionary.count are interchangeable. Use which ever seems more intuitive.","Dictionary.size()
Dictionary.size
Number型のプロパティ。辞書内のキーの数を返します（その性質上、すべてのキーは一意であるため、カウントに重複が生じる可能性はありません）。次の場合：
	$MyDictionary = {cat:animal; dog:animal; rock: mineral}; 
	$MyNumber = $MyDictionary.size; 
MyNumberは3になります。
Dictionary.sizeとDictionary.countは互換性があります。より直感的に感じられる方を使用してください。"
dictionary(dictionaryStr),Function,Document,"Dictionary, Set & List operations",Dictionary,false,9.0.0,Baseline,,,,1,true,false,false,false,false,false,false,false,false,,false,"dictionary(dictionaryStr)
This operator constructs a new dictionary from a dictionaryStr. The dictionaryStr must contain pairs of keys and values separated by a colon; each key/value pair is separated by a semicolon. For example:
	$MyDictionary=dictionary(""cat:animal; dog:animal; rock: mineral""); 
The key ""cat"" has the value ""animal"", while the key ""rock"" has the value ""mineral"".
Normally the output will be passed to a Dictionary attribute, but if passed to an action code variable the latter should function as if a dictionary.
The operator's input string will be in the form of semi-colon delimited set of key:value pairs, i.e.
	$MyDictionary = dictionary(""cat:animal; dog:animal; rock:mineral""); 
Or
	$MyString = ""cat:animal; dog:animal; rock:mineral""; 
	$MyDictionary = dictionary($MyString); 
dictionary({dictionaryStr})
Using the newer {}-defined declaratory method for dictionary data:
	$MyDictionary = dictionary({cat:animal; dog:animal; rock:mineral}); 
Or
	$MyString = ""cat:animal; dog:animal; rock:mineral""; 
	$MyDictionary = dictionary({$MyString}); 
Here the braces (curly brackets) replace the need for quotes enclosing strings.
Direct creation from a string (deprecated)
It is possible that a dictionary can be made by passing an appropriately structured string to a Dictionary type attribute, thus:
	$MyDictionary = ""cat:animal; dog:animal; rock:mineral""; 
This latter usage is deprecated and the more explicit dictionary() operator should be used in its place.","dictionary(dictionaryStr)
このオペレータは、dictionaryStr から新しい辞書を構築します。dictionaryStr は、コロンで区切られたキーと値のペアを含み、各ペアはセミコロンで区切られている必要があります。例：
	$MyDictionary=dictionary(""cat:animal; dog:animal; rock: mineral""); 
キー ""cat"" は値 ""animal"" を持ち、キー ""rock"" は値 ""mineral"" を持ちます。
通常、出力は Dictionary 属性に渡されますが、アクションコードの変数に渡された場合、その変数は辞書として機能します。
オペレータの入力文字列は、セミコロンで区切られた key:value ペアの形式になります。例：
	$MyDictionary = dictionary(""cat:animal; dog:animal; rock:mineral""); 
または
	$MyString = ""cat:animal; dog:animal; rock:mineral""; 
	$MyDictionary = dictionary($MyString); 
dictionary({dictionaryStr})
辞書データの新しい {} 定義による宣言的な手法を使用する場合：
	$MyDictionary = dictionary({cat:animal; dog:animal; rock:mineral}); 
または
	$MyString = ""cat:animal; dog:animal; rock:mineral""; 
	$MyDictionary = dictionary({$MyString}); 
ここでは、中括弧（波括弧）が文字列を囲む引用符の代わりとなります。
文字列からの直接作成（非推奨）
Dictionary 型の属性に適切に構成された文字列を渡すことで、辞書を作成することも可能です。例：
	$MyDictionary = ""cat:animal; dog:animal; rock:mineral""; 
この後者の使用法は非推奨であり、代わりにより明示的な dictionary() オペレータを使用する必要があります。"
